zipcode,Households!!Total,Households!!Median income (dollars),Households!!Mean income (dollars),Families!!Total,Total!!Population for whom poverty status is determined,Total!!Population for whom poverty status is determined!!SEX!!Male,Total!!Population for whom poverty status is determined!!SEX!!Female,Below poverty level!!Population for whom poverty status is determined,Percent below poverty level!!Population for whom poverty status is determined,"Total number of housing units
",Total number of Occupied housing units,Total number of vacant housing units,Total population,RACE!!Total population!!One race!!White,RACE!!Total population!!One race!!Black or African American,RACE!!Total population!!One race!!American Indian and Alaska Native,RACE!!Total population!!One race!!Asian,RACE!!Total population!!One race!!Some Other Race
14877,219,52188,73575,168,680,406,274,147,21.6,320,219,101,680,639,0,0,28,0
14878,248,56875,93903,171,788,387,401,231,29.3,414,248,166,793,777,0,0,0,6
14879,861,58417,86343,646,2332,1207,1125,276,11.8,1032,861,171,2345,2198,5,0,12,11
14880,700,57833,62876,385,1472,768,704,222,15.1,964,700,264,1475,1363,0,0,47,3
14881,86,82321,127166,54,159,107,52,0,0,97,86,11,159,130,0,0,21,0
14882,1576,94886,137172,1042,4153,1828,2325,417,10,1619,1576,43,4193,3902,158,0,0,0
14883,1849,62431,86286,1318,4497,2263,2234,596,13.3,2062,1849,213,4525,4344,40,0,40,2
14884,160,59167,74379,75,363,206,157,0,0,293,160,133,363,351,0,0,1,0
14885,264,66316,73719,181,656,352,304,36,5.5,318,264,54,659,624,0,0,0,7
14886,2945,80446,96905,2006,6654,3199,3455,627,9.4,3225,2945,280,6654,6164,51,0,24,17
14889,535,62063,77560,338,1333,610,723,169,12.7,632,535,97,1341,1235,12,2,4,5
14891,2057,57137,74857,1010,4503,2307,2196,582,12.9,2602,2057,545,4527,4217,86,9,94,24
14892,3346,52143,83920,2059,7324,3789,3535,779,10.6,3887,3346,541,7531,7134,100,0,78,38
14893,6,-,N,6,30,12,18,24,80,17,6,11,30,30,0,0,0,0
14894,480,51806,67512,271,1120,550,570,269,24,542,480,62,1316,1096,111,26,0,25
14895,3819,59063,86118,2325,8799,4533,4266,1545,17.6,4612,3819,793,9117,8795,86,20,54,0
14897,300,64167,83598,220,770,389,381,40,5.2,387,300,87,770,762,0,0,0,0
14898,521,56188,76715,397,1498,759,739,155,10.3,715,521,194,1501,1404,0,0,6,0
14901,5550,40524,52528,2743,11821,5666,6155,3311,28,6739,5550,1189,14430,10512,2175,66,206,441
14903,3071,66142,99421,1751,7090,3301,3789,1392,19.6,3344,3071,273,7140,5977,537,0,101,64
14904,6419,54563,71472,3411,14272,7184,7088,2971,20.8,7629,6419,1210,14276,11973,999,172,37,61
14905,3859,85888,96468,2494,8865,4005,4860,1272,14.3,4303,3859,444,8976,7439,591,0,262,39
